Date,Open,High,Low,Close,Adj Close,Volume
2014-10-31,1.752500,1.752500,1.742500,1.750000,1.505728,286000
2014-11-03,1.750000,1.752500,1.742500,1.747500,1.503577,232800
2014-11-04,1.742500,1.745000,1.700000,1.705000,1.467009,147200
2014-11-05,1.747500,1.747500,1.720000,1.722500,1.482066,259600
2014-11-06,1.745000,1.745000,1.710000,1.720000,1.479915,1476800
2014-11-07,1.720000,1.725000,1.720000,1.720000,1.479915,486400
2014-11-10,1.715000,1.747500,1.710000,1.747500,1.503577,1538000
2014-11-11,1.737500,1.737500,1.717500,1.720000,1.479915,744400
2014-11-12,1.722500,1.722500,1.720000,1.720000,1.479915,178400
2014-11-13,1.725000,1.730000,1.720000,1.720000,1.479915,128000
2014-11-14,1.675000,1.720000,1.675000,1.720000,1.479915,208400
2014-11-17,1.675000,1.725000,1.675000,1.700000,1.462707,259200
2014-11-18,1.695000,1.700000,1.690000,1.700000,1.462707,167600
2014-11-19,1.687500,1.725000,1.687500,1.725000,1.484217,1742000
2014-11-20,1.705000,1.705000,1.687500,1.690000,1.454103,144800
2014-11-21,1.712500,1.712500,1.675000,1.675000,1.441197,158000
2014-11-24,1.700000,1.712500,1.675000,1.682500,1.447650,186000
2014-11-25,1.682500,1.712500,1.672500,1.682500,1.447650,5027600
2014-11-26,1.687500,1.700000,1.682500,1.700000,1.462707,314400
2014-11-27,1.700000,1.702500,1.690000,1.702500,1.464858,1087600
2014-11-28,1.700000,1.700000,1.687500,1.700000,1.462707,166000
2014-12-01,1.675000,1.675000,1.672500,1.675000,1.441197,48400
2014-12-02,1.677500,1.687500,1.675000,1.687500,1.451952,1551200
2014-12-03,1.700000,1.700000,1.660000,1.697500,1.486992,1445600
2014-12-04,1.697500,1.705000,1.690000,1.697500,1.486992,1856000
2014-12-05,1.677500,1.692500,1.677500,1.692500,1.482612,1549200
2014-12-08,1.700000,1.700000,1.687500,1.692500,1.482612,247200
2014-12-09,1.675000,1.692500,1.675000,1.692500,1.482612,450800
2014-12-10,1.692500,1.725000,1.687500,1.717500,1.504511,1259600
2014-12-11,1.707500,1.755000,1.707500,1.750000,1.532981,3027200
2014-12-12,1.730000,1.762500,1.730000,1.750000,1.532981,3784800
2014-12-15,1.717500,1.745000,1.717500,1.745000,1.528601,2538400
2014-12-16,1.717500,1.727500,1.717500,1.727500,1.513271,720800
2014-12-17,1.717500,1.742500,1.717500,1.732500,1.517651,308400
2014-12-18,1.717500,1.727500,1.717500,1.725000,1.511081,2165200
2014-12-19,1.725000,1.742500,1.717500,1.742500,1.526411,430000
2014-12-22,1.742500,1.762500,1.742500,1.750000,1.532981,1420800
2014-12-23,1.760000,1.760000,1.750000,1.750000,1.532981,158800
2014-12-24,1.755000,1.755000,1.742500,1.750000,1.532981,786000
2014-12-26,1.750000,1.757500,1.750000,1.752500,1.535171,343600
2014-12-29,1.750000,1.750000,1.750000,1.750000,1.532981,908000
2014-12-30,1.742500,1.752500,1.742500,1.752500,1.535171,513200
2014-12-31,1.750000,1.757500,1.745000,1.757500,1.539551,2214400
2015-01-02,1.752500,1.752500,1.747500,1.750000,1.532981,2357200
2015-01-05,1.750000,1.775000,1.745000,1.775000,1.554880,1399200
2015-01-06,1.762500,1.762500,1.752500,1.755000,1.537361,458800
2015-01-07,1.755000,1.755000,1.752500,1.755000,1.537361,2052000
2015-01-08,1.750000,1.762500,1.737500,1.755000,1.537361,1839200
2015-01-09,1.750000,1.757500,1.747500,1.750000,1.532981,262800
2015-01-12,1.750000,1.757500,1.742500,1.750000,1.532981,244400
2015-01-13,1.745000,1.752500,1.745000,1.750000,1.532981,712400
2015-01-14,1.737500,1.755000,1.737500,1.755000,1.537361,737600
2015-01-15,1.755000,1.762500,1.750000,1.762500,1.543931,488800
2015-01-16,1.762500,1.762500,1.750000,1.752500,1.535171,246400
2015-01-19,1.752500,1.762500,1.750000,1.762500,1.543931,315200
2015-01-20,1.762500,1.770000,1.755000,1.762500,1.543931,554800
2015-01-21,1.765000,1.775000,1.762500,1.775000,1.554880,294400
2015-01-22,1.775000,1.820000,1.775000,1.817500,1.592110,3643600
2015-01-23,1.817500,1.827500,1.812500,1.825000,1.598680,5734400
2015-01-26,1.825000,1.845000,1.817500,1.840000,1.611820,820400
2015-01-27,1.840000,1.852500,1.840000,1.850000,1.620580,2577600
2015-01-28,1.852500,1.920000,1.852500,1.887500,1.653429,1516000
2015-01-29,1.900000,1.910000,1.882500,1.897500,1.662189,1216400
2015-01-30,1.897500,1.902500,1.890000,1.897500,1.662189,1193600
2015-02-04,1.897500,1.897500,1.872500,1.877500,1.644670,1509200
2015-02-05,1.877500,1.880000,1.872500,1.877500,1.644670,831200
2015-02-06,1.882500,1.887500,1.872500,1.887500,1.653429,1298000
2015-02-09,1.890000,1.900000,1.885000,1.895000,1.659999,523200
2015-02-10,1.900000,1.907500,1.887500,1.887500,1.653429,2047200
2015-02-11,1.887500,1.925000,1.875000,1.925000,1.686279,2842800
2015-02-12,1.925000,1.925000,1.900000,1.915000,1.677519,788000
2015-02-13,1.912500,1.957500,1.905000,1.957500,1.714749,2587200
2015-02-16,1.950000,2.012500,1.950000,2.000000,1.751978,1470000
2015-02-17,1.997500,2.002500,1.995000,2.000000,1.751978,2394400
2015-02-18,2.000000,2.025000,2.000000,2.000000,1.751978,152400
2015-02-23,2.000000,2.012500,1.990000,1.990000,1.743218,712800
2015-02-24,1.990000,2.005000,1.982500,2.005000,1.756358,3872400
2015-02-25,2.005000,2.025000,2.005000,2.012500,1.762928,911200
2015-02-26,2.025000,2.025000,2.007500,2.022500,1.771688,1216400
2015-02-27,2.025000,2.025000,1.975000,2.012500,1.762928,1133200
2015-03-02,2.000000,2.007500,1.975000,2.000000,1.751978,2368000
2015-03-03,2.000000,2.007500,1.990000,2.000000,1.778658,1062400
2015-03-04,2.000000,2.002500,1.997500,2.000000,1.778658,2729600
2015-03-05,1.990000,2.000000,1.975000,2.000000,1.778658,1674400
2015-03-06,1.997500,2.000000,1.990000,1.992500,1.771988,966800
2015-03-09,1.997500,2.012500,1.982500,2.000000,1.778658,3509200
2015-03-10,2.012500,2.050000,2.005000,2.025000,1.800891,3182400
2015-03-11,2.062500,2.062500,2.005000,2.015000,1.791998,3232400
2015-03-12,2.000000,2.012500,1.997500,2.012500,1.789775,13658000
2015-03-13,2.012500,2.012500,1.987500,2.010000,1.787551,10455200
2015-03-16,2.012500,2.022500,2.010000,2.015000,1.791998,3648400
2015-03-17,2.012500,2.012500,2.000000,2.007500,1.785328,1109200
2015-03-18,2.012500,2.037500,2.012500,2.012500,1.789775,6971200
2015-03-19,2.035000,2.060000,2.017500,2.050000,1.823124,3418000
2015-03-20,2.037500,2.057500,2.037500,2.045000,1.818678,3177600
2015-03-23,2.005000,2.047500,2.005000,2.045000,1.818678,3194000
2015-03-24,2.042500,2.100000,2.042500,2.100000,1.867591,1395200
2015-03-25,2.087500,2.137500,2.087500,2.125000,1.889824,3389600
2015-03-26,2.125000,2.127500,2.100000,2.127500,1.892047,757200
2015-03-27,2.122500,2.135000,2.122500,2.127500,1.892047,3107200
2015-03-30,2.127500,2.172500,2.127500,2.172500,1.932067,1860000
2015-03-31,2.162500,2.167500,2.145000,2.167500,1.927621,5046400
2015-04-01,2.165000,2.165000,2.062500,2.090000,1.858698,2335600
2015-04-02,2.090000,2.125000,2.090000,2.125000,1.889824,1409600
2015-04-03,2.125000,2.140000,2.125000,2.137500,1.900941,470400
2015-04-06,2.115000,2.135000,2.110000,2.112500,1.878707,2006000
2015-04-07,2.112500,2.117500,2.110000,2.112500,1.878707,1900400
2015-04-08,2.112500,2.112500,2.087500,2.100000,1.867591,568400
2015-04-09,2.100000,2.100000,2.072500,2.087500,1.856474,3168800
2015-04-10,2.087500,2.095000,2.080000,2.087500,1.856474,2614800
2015-04-13,2.092500,2.092500,2.072500,2.075000,1.845358,959600
2015-04-14,2.075000,2.077500,2.062500,2.072500,1.843134,646400
2015-04-15,2.067500,2.072500,2.045000,2.062500,1.834241,3007600
2015-04-16,2.062500,2.087500,2.062500,2.087500,1.856474,1679200
2015-04-17,2.087500,2.087500,2.067500,2.070000,1.840911,874400
2015-04-20,2.070000,2.075000,2.065000,2.067500,1.838688,2185200
2015-04-21,2.062500,2.070000,2.050000,2.050000,1.823124,96000
2015-04-22,2.057500,2.057500,2.045000,2.047500,1.820901,2116400
2015-04-23,2.042500,2.042500,2.035000,2.037500,1.812008,1395600
2015-04-24,2.040000,2.040000,2.020000,2.020000,1.796445,538800
2015-04-27,2.040000,2.040000,2.015000,2.025000,1.800891,558000
2015-04-28,2.030000,2.050000,2.030000,2.050000,1.823124,1085200
2015-04-29,2.050000,2.050000,2.037500,2.045000,1.818678,2332800
2015-04-30,2.045000,2.050000,2.027500,2.040000,1.814231,1931200
2015-05-05,2.040000,2.055000,2.040000,2.055000,1.827571,1894800
2015-05-06,2.045000,2.052500,2.020000,2.022500,1.798668,3085200
2015-05-07,2.025000,2.035000,2.020000,2.025000,1.800891,3770800
2015-05-08,2.025000,2.025000,2.010000,2.020000,1.796445,3523600
2015-05-11,2.020000,2.020000,1.987500,1.987500,1.767541,822000
2015-05-12,1.990000,1.990000,1.970000,1.985000,1.765318,3355200
2015-05-13,1.997500,1.997500,1.925000,1.927500,1.714182,930800
2015-05-14,1.932500,1.997500,1.932500,1.980000,1.760871,2102000
2015-05-15,1.995000,2.017500,1.992500,2.015000,1.791998,2073600
2015-05-18,2.015000,2.055000,2.015000,2.037500,1.812008,1520400
2015-05-19,2.032500,2.050000,2.027500,2.050000,1.850369,645200
2015-05-20,2.027500,2.055000,2.027500,2.055000,1.854882,1377200
2015-05-21,2.055000,2.065000,2.045000,2.055000,1.854882,5013600
2015-05-22,2.055000,2.055000,2.045000,2.047500,1.848112,81600
2015-05-25,2.052500,2.052500,2.017500,2.017500,1.821034,941200
2015-05-26,2.020000,2.020000,1.987500,1.987500,1.793955,436800
2015-05-27,1.987500,2.012500,1.987500,1.992500,1.798468,431600
2015-05-28,2.000000,2.010000,2.000000,2.002500,1.807495,1687600
2015-05-29,2.007500,2.025000,2.002500,2.007500,1.812008,1144000
2015-06-01,2.010000,2.025000,2.010000,2.025000,1.827803,2252400
2015-06-02,2.037500,2.057500,2.027500,2.027500,1.830060,3144400
2015-06-03,2.042500,2.072500,2.037500,2.072500,1.870678,468000
2015-06-04,2.075000,2.125000,2.060000,2.125000,1.918065,1245200
2015-06-05,2.122500,2.150000,2.112500,2.150000,1.940631,1942400
2015-06-08,2.130000,2.150000,2.105000,2.150000,1.940631,2712400
2015-06-09,2.150000,2.162500,2.142500,2.142500,1.933861,1263200
2015-06-10,2.145000,2.155000,2.142500,2.155000,1.945144,1051200
2015-06-11,2.152500,2.222500,2.152500,2.210000,1.994788,3101600
2015-06-12,2.200000,2.255000,2.175000,2.222500,2.006071,2018800
2015-06-15,2.222500,2.222500,2.150000,2.172500,1.960940,221600
2015-06-16,2.152500,2.157500,2.132500,2.142500,1.933861,2826800
2015-06-17,2.200000,2.200000,2.135000,2.140000,1.931605,562000
2015-06-18,2.170000,2.170000,2.120000,2.125000,1.918065,3352800
2015-06-19,2.125000,2.137500,2.122500,2.137500,1.929348,3799600
2015-06-22,2.140000,2.162500,2.140000,2.145000,1.936118,4390000
2015-06-23,2.152500,2.152500,2.147500,2.147500,1.938374,3448400
2015-06-24,2.147500,2.175000,2.142500,2.167500,1.956427,3434400
2015-06-25,2.170000,2.170000,2.160000,2.162500,1.951913,3052000
2015-06-26,2.172500,2.172500,2.102500,2.102500,1.897757,327200
2015-06-29,2.137500,2.137500,2.087500,2.097500,1.893244,4703600
2015-06-30,2.095000,2.165000,2.090000,2.127500,1.920322,3342000
2015-07-01,2.167500,2.175000,2.140000,2.142500,1.933861,212000
2015-07-02,2.145000,2.212500,2.145000,2.210000,1.994788,2388400
2015-07-03,2.210000,2.220000,2.210000,2.212500,1.997045,4686000
2015-07-06,2.212500,2.212500,2.170000,2.175000,1.963197,1618800
2015-07-07,2.185000,2.185000,2.137500,2.167500,1.956427,1633600
2015-07-08,2.187500,2.262500,2.187500,2.242500,2.024123,8881200
2015-07-09,2.242500,2.242500,2.210000,2.210000,1.994788,8407200
2015-07-10,2.210000,2.217500,2.200000,2.200000,1.985762,3687200
2015-07-13,2.187500,2.190000,2.167500,2.172500,1.960940,2818800
2015-07-14,2.172500,2.175000,2.127500,2.132500,1.924835,4378800
2015-07-15,2.137500,2.170000,2.137500,2.162500,1.951913,975200
2015-07-16,2.150000,2.152500,2.130000,2.150000,1.940631,1377200
2015-07-20,2.167500,2.167500,2.137500,2.150000,1.940631,1713600
2015-07-21,2.145000,2.152500,2.140000,2.140000,1.931605,741600
2015-07-22,2.140000,2.155000,2.137500,2.142500,1.933861,1452800
2015-07-23,2.145000,2.165000,2.145000,2.150000,1.940631,3439600
2015-07-24,2.162500,2.165000,2.150000,2.150000,1.940631,64400
2015-07-27,2.150000,2.200000,2.150000,2.200000,1.985762,320400
2015-07-28,2.200000,2.207500,2.152500,2.152500,1.942887,622000
2015-07-29,2.165000,2.180000,2.150000,2.155000,1.945144,2104000
2015-07-30,2.152500,2.157500,2.150000,2.157500,1.947401,2212800
2015-07-31,2.157500,2.175000,2.157500,2.160000,1.949657,1708000
2015-08-03,2.157500,2.162500,2.140000,2.150000,1.940631,3817200
2015-08-04,2.150000,2.150000,2.140000,2.150000,1.940631,1453200
2015-08-05,2.150000,2.160000,2.140000,2.157500,1.947401,5906400
2015-08-06,2.165000,2.165000,2.157500,2.160000,1.949657,6065600
2015-08-07,2.155000,2.155000,2.125000,2.127500,1.920322,5320400
2015-08-10,2.125000,2.125000,2.050000,2.057500,1.857138,5734000
2015-08-11,2.095000,2.095000,2.007500,2.035000,1.836830,5292000
2015-08-12,2.020000,2.030000,1.970000,1.975000,1.782673,5644000
2015-08-13,1.980000,2.045000,1.980000,2.030000,1.832317,16993600
2015-08-14,2.032500,2.042500,2.025000,2.035000,1.836830,1766800
2015-08-17,2.030000,2.040000,2.025000,2.037500,1.839086,1622400
2015-08-18,2.045000,2.092500,2.035000,2.077500,1.875191,1324000
2015-08-19,2.077500,2.097500,2.057500,2.087500,1.884217,124400
2015-08-20,2.057500,2.112500,2.057500,2.095000,1.890987,492000
2015-08-21,2.092500,2.092500,2.065000,2.065000,1.863908,4739200
2015-08-24,2.005000,2.035000,2.005000,2.020000,1.823290,3802000
2015-08-25,1.997500,2.025000,1.977500,2.005000,1.809752,5883200
2015-08-26,2.000000,2.007500,1.987500,2.005000,1.809752,1401200
2015-08-27,1.987500,2.002500,1.987500,2.000000,1.805238,2743200
2015-08-28,2.000000,2.055000,2.000000,2.055000,1.854882,1712400
2015-09-01,2.060000,2.112500,2.022500,2.097500,1.893244,1108000
2015-09-02,2.095000,2.095000,2.050000,2.070000,1.868421,98800
2015-09-03,2.095000,2.100000,2.085000,2.095000,1.890987,1141600
2015-09-04,2.115000,2.120000,2.087500,2.097500,1.893244,1294400
2015-09-07,2.125000,2.127500,2.100000,2.110000,1.904526,591600
2015-09-08,2.125000,2.125000,2.100000,2.105000,1.900013,2010000
2015-09-09,2.125000,2.137500,2.100000,2.105000,1.900013,2450400
2015-09-10,2.132500,2.132500,2.095000,2.100000,1.895500,1851200
2015-09-11,2.095000,2.095000,2.055000,2.075000,1.909302,2542400
2015-09-14,2.150000,2.160000,2.100000,2.160000,1.987515,833200
2015-09-15,2.165000,2.250000,2.165000,2.185000,2.010518,2270800
2015-09-17,2.250000,2.250000,2.190000,2.200000,2.024321,1951800
2015-09-18,2.210000,2.215000,2.185000,2.200000,2.024321,2345200
2015-09-21,2.210000,2.210000,2.120000,2.120000,1.950708,1642800
2015-09-22,2.180000,2.200000,2.150000,2.175000,2.001316,2210200
2015-09-23,2.195000,2.200000,2.170000,2.185000,2.010518,1180800
2015-09-25,2.205000,2.335000,2.205000,2.325000,2.139339,6720200
2015-09-28,2.330000,2.490000,2.330000,2.490000,2.291162,5987800
2015-09-29,2.450000,2.575000,2.410000,2.445000,2.249756,7809800
2015-09-30,2.445000,2.500000,2.425000,2.425000,2.231353,13938400
2015-10-01,2.430000,2.445000,2.340000,2.365000,2.176144,5615800
2015-10-02,2.380000,2.425000,2.335000,2.350000,2.162342,3585800
2015-10-05,2.390000,2.410000,2.375000,2.375000,2.185346,2634400
2015-10-06,2.385000,2.385000,2.360000,2.365000,2.176144,2760800
2015-10-07,2.385000,2.405000,2.370000,2.375000,2.185346,5405800
2015-10-08,2.395000,2.410000,2.355000,2.365000,2.176144,3147000
2015-10-09,2.385000,2.395000,2.350000,2.365000,2.176144,2704600
2015-10-12,2.365000,2.425000,2.365000,2.395000,2.203749,2497800
2015-10-13,2.400000,2.405000,2.335000,2.340000,2.153141,2582200
2015-10-15,2.340000,2.375000,2.325000,2.350000,2.162342,4417800
2015-10-16,2.350000,2.380000,2.330000,2.345000,2.157741,7674000
2015-10-19,2.360000,2.410000,2.355000,2.375000,2.185346,5717200
2015-10-20,2.400000,2.490000,2.370000,2.490000,2.291162,6140800
2015-10-21,2.490000,2.550000,2.470000,2.500000,2.300364,8153600
2015-10-22,2.520000,2.640000,2.515000,2.625000,2.415382,8579400
2015-10-23,2.630000,2.665000,2.600000,2.650000,2.438386,7371800
2015-10-26,2.660000,2.675000,2.580000,2.595000,2.387778,4019800
2015-10-27,2.625000,2.650000,2.590000,2.610000,2.401580,4459400
2015-10-28,2.620000,2.620000,2.575000,2.585000,2.378577,3486400
2015-10-29,2.600000,2.620000,2.580000,2.610000,2.401580,2832600
2015-10-30,2.625000,2.675000,2.585000,2.605000,2.396980,4647600
2015-11-02,2.610000,2.640000,2.575000,2.585000,2.378577,3128200
2015-11-03,2.580000,2.605000,2.580000,2.600000,2.392379,3263000
2015-11-04,2.600000,2.605000,2.580000,2.585000,2.378577,3677400
2015-11-05,2.600000,2.610000,2.590000,2.610000,2.401580,6843400
2015-11-06,2.625000,2.680000,2.620000,2.625000,2.415382,6510800
2015-11-09,2.640000,2.775000,2.615000,2.750000,2.530400,7421000
2015-11-11,2.800000,2.835000,2.765000,2.825000,2.599411,8133200
2015-11-12,2.850000,2.925000,2.755000,2.805000,2.581008,9029000
2015-11-13,2.800000,2.835000,2.715000,2.815000,2.590210,13164600
2015-11-16,2.830000,2.870000,2.790000,2.800000,2.576407,9864600
2015-11-17,2.800000,2.940000,2.800000,2.940000,2.705228,9677600
2015-11-18,2.940000,2.990000,2.935000,2.960000,2.723631,5400000
2015-11-19,2.985000,2.990000,2.905000,2.975000,2.737433,7308200
2015-11-20,2.980000,2.980000,2.940000,2.980000,2.742034,3168000
2015-11-23,2.980000,2.980000,2.940000,2.980000,2.742034,5479000
2015-11-24,2.940000,2.980000,2.880000,2.890000,2.659221,8555400
2015-11-25,2.895000,2.930000,2.710000,2.720000,2.502796,14608400
2015-11-26,2.720000,2.780000,2.700000,2.750000,2.530400,10144400
2015-11-27,2.750000,2.750000,2.680000,2.700000,2.484393,11781400
2015-11-30,2.700000,2.750000,2.625000,2.700000,2.484393,98462800
2015-12-01,2.655000,2.700000,2.635000,2.665000,2.452188,7125400
2015-12-02,2.665000,2.835000,2.660000,2.835000,2.608613,5852200
2015-12-03,2.850000,2.850000,2.715000,2.725000,2.507396,3266600
2015-12-04,2.715000,2.800000,2.670000,2.800000,2.576407,4628200
2015-12-07,2.790000,2.830000,2.735000,2.790000,2.567206,3386800
2015-12-08,2.810000,2.825000,2.775000,2.820000,2.613546,1968200
2015-12-09,2.825000,2.825000,2.775000,2.775000,2.571841,2545000
2015-12-10,2.800000,2.820000,2.780000,2.820000,2.613546,3415400
2015-12-11,2.840000,2.845000,2.785000,2.830000,2.622813,3580000
2015-12-14,2.830000,2.830000,2.765000,2.795000,2.590376,1441200
2015-12-15,2.820000,2.885000,2.790000,2.845000,2.636716,3358800
2015-12-16,2.850000,3.010000,2.830000,3.010000,2.789636,4917200
2015-12-17,3.005000,3.050000,2.960000,3.025000,2.803538,3500600
2015-12-18,3.025000,3.075000,2.995000,2.995000,2.775734,3433600
2015-12-21,2.995000,3.000000,2.900000,2.920000,2.706225,3024000
2015-12-22,2.905000,2.975000,2.905000,2.945000,2.729394,1489400
2015-12-23,2.990000,2.990000,2.905000,2.965000,2.747930,1452600
2015-12-28,2.975000,2.975000,2.915000,2.925000,2.710859,1011400
2015-12-29,2.930000,2.960000,2.925000,2.950000,2.734029,1796000
2015-12-30,2.950000,2.960000,2.930000,2.955000,2.738662,1185600
2015-12-31,2.950000,2.970000,2.930000,2.970000,2.752564,2243400
2016-01-04,2.970000,2.985000,2.925000,2.930000,2.715493,1079400
2016-01-05,2.940000,2.970000,2.935000,2.950000,2.734029,1979600
2016-01-06,2.950000,3.060000,2.945000,3.025000,2.803538,3101800
2016-01-07,3.050000,3.060000,3.030000,3.040000,2.817439,2857800
2016-01-08,3.050000,3.050000,2.995000,3.050000,2.826707,1506400
2016-01-11,3.040000,3.040000,2.975000,2.990000,2.771100,1987200
2016-01-12,2.950000,3.040000,2.950000,3.020000,2.798903,1436000
2016-01-13,3.020000,3.050000,3.015000,3.025000,2.803538,1813000
2016-01-14,3.045000,3.045000,2.975000,3.000000,2.780368,2213400
2016-01-15,3.005000,3.025000,2.980000,2.990000,2.771100,2511800
2016-01-18,2.980000,3.000000,2.900000,2.980000,2.761832,2935800
2016-01-19,3.020000,3.020000,2.935000,2.950000,2.734029,1920800
2016-01-20,2.990000,2.995000,2.945000,2.960000,2.743296,1816600
2016-01-21,2.985000,2.990000,2.955000,2.960000,2.743296,4475600
2016-01-22,2.960000,2.975000,2.945000,2.975000,2.757198,2413000
2016-01-26,2.975000,2.975000,2.945000,2.975000,2.757198,3418600
2016-01-27,2.970000,2.980000,2.965000,2.970000,2.752564,3877200
2016-01-28,2.945000,2.970000,2.845000,2.875000,2.664519,7926400
2016-01-29,2.870000,2.870000,2.625000,2.700000,2.502331,11131400
2016-02-02,2.675000,2.840000,2.665000,2.750000,2.548670,5086200
2016-02-03,2.780000,2.785000,2.695000,2.705000,2.506965,4525600
2016-02-04,2.710000,2.710000,2.580000,2.590000,2.400384,7311200
2016-02-05,2.615000,2.615000,2.515000,2.545000,2.358679,3587200
2016-02-08,2.545000,2.545000,2.545000,2.545000,2.358679,0
2016-02-09,2.545000,2.545000,2.545000,2.545000,2.358679,0
2016-02-10,2.550000,2.575000,2.535000,2.535000,2.349411,862400
2016-02-11,2.540000,2.555000,2.510000,2.520000,2.335509,2175800
2016-02-12,2.520000,2.520000,2.460000,2.460000,2.279902,2134600
2016-02-15,2.490000,2.560000,2.490000,2.490000,2.307705,1701200
2016-02-16,2.500000,2.500000,2.485000,2.490000,2.307705,2936400
2016-02-17,2.540000,2.545000,2.495000,2.525000,2.340143,6820800
2016-02-18,2.525000,2.525000,2.480000,2.495000,2.312339,4193000
2016-02-19,2.500000,2.520000,2.470000,2.480000,2.298438,2369200
2016-02-22,2.485000,2.525000,2.470000,2.480000,2.298438,2556000
2016-02-23,2.505000,2.515000,2.475000,2.475000,2.293803,1834400
2016-02-24,2.500000,2.500000,2.425000,2.435000,2.256732,4032600
2016-02-25,2.425000,2.460000,2.410000,2.425000,2.247464,1535800
2016-02-26,2.425000,2.425000,2.300000,2.300000,2.131615,4127600
2016-02-29,2.305000,2.450000,2.300000,2.450000,2.270634,17040400
2016-03-01,2.440000,2.450000,2.350000,2.400000,2.224294,1586400
2016-03-02,2.425000,2.460000,2.400000,2.440000,2.261366,2262800
2016-03-03,2.440000,2.445000,2.420000,2.435000,2.256732,2420400
2016-03-04,2.425000,2.440000,2.350000,2.390000,2.215027,4363000
